	Entrez Gene ID
Rnu1a2	111972
Rnu3b	111973
Mkrn3os	111974
Igf2os	111975
Geot	111976
El1	111977
El2	111978
El4	111979
El3	111980
Eye1	111981
Obq2	111982
Bdln1	111983
Derm1	111984
Obq3	111985
Obq4	111986
Obq5	111987
Insq3	111988
Insq1	111989
Insq2	111990
Cq1	111991
Cq3	111992
Bfq1	111993
Emo3	111994
Insq4	111995
Insq5	111996
Cq2	111997
Hlq4	111998
Emo2	111999
Hlq2	112000
Hlq5	112001
Hlq3	112002
Vispl	112003
Fecq1	112004
Hlq1	112005
Batq2	112006
Batq1	112007
Dob2	112008
Lbw7	112009
Bw6	112011
Bw8	112012
Bw5	112013
Bw7	112014
Dob3	112015
Dob7	112016
Bw9	112017
Bw4	112018
Dob9	112020
Szv1	112021
Szv2	112022
Bw12	112023
Bw11	112024
Lwq2	112025
Lwq1	112026
Lwq3	112027
Bw13	112028
Bw14	112029
Lwq6	112030
Lwq7	112031
Lwq8	112032
Bw17	112033
Bw18	112034
Szv3	112035
Lwq5	112036
Bw10	112037
Lwq4	112038
Bw15	112039
Bw16	112040
Swq3	112041
Kwq1	112042
Kwq3	112043
Kwq2	112044
Kwq5	112045
Start1	112046
Start2	112047
Kwq6	112048
Kwq7	112049
Triglq1	112051
Mobq1	112052
Mobq2	112053
Mobq4	112054
Kwq4	112055
Bomb1	112056
Phrtq1	112057
Livq1	112058
Vertcling	112059
Cliff	112060
Swq5	112061
Melm1	112062
Nobq2	112063
Mop1	112064
Mobq3	112065
Swq4	112066
Livq2	112067
Melm2	112068
Melm3	112069
Bpq1	112070
Bpq2	112071
Bpq3	112072
Bpq4	112073
Bpq5	112074
Triglq2	112075
Phospq1	112076
Mop3	112077
Oriq2	112078
Oriq1	112079
Alcw1	112080
Alcw2	112081
Swq1	112082
Swq2	112083
Bsc1	112084
Bpq6	112085
Oriq5	112086
Mop2	112087
Alcw3	112088
Aeyo	112089
Bh4p	112090
Bglq4	112091
Tlq1	112092
Bglq8	112093
Bglq7	112094
Bglq6	112095
Bglq5	112096
Bglq3	112097
Bglq2	112098
Bglq1	112099
Bmd1	112100
Etohc1	112101
Etohc2	112102
Bglq9	112103
Etohr	112104
Stnn	112105
Bgeq7	112106
Bgeq6	112107
Bgeq5	112108
Bgeq4	112109
Bgeq3	112110
Bgeq2	112111
Bgeq1	112112
Tlf2	112113
Tbs2	112114
Bgeq9	112115
Bgeq8	112116
Nnc1	112117
Tpnr1	112118
Bglq13	112119
Bglq12	112120
Bglq11	112121
Bglq10	112122
Szs1	112123
Szs2	112124
Aliq1	112125
Szs5	112126
Bglq14	112127
Bgeq12	112128
Szs4	112129
Szs3	112130
Aaiq1	112131
Aaiq2	112132
Aaq1	112133
Bglq15	112134
Bglq16	112135
Bgeq13	112136
Bgeq11	112137
Bgeq10	112138
Bgeq14	112139
Bgeq15	112140
Afw4	112141
Afw1	112142
Afw2	112143
Afw3	112144
Afw9	112145
Daq1	112146
Afw8	112147
Afw5	112148
Afw6	112149
Afw7	112150
Bwem1	112151
Letohc1	112152
Skts2	112153
Skts1	112154
Faq9	112155
Faq1	112156
Faq2	112157
Faq3	112158
Daq3	112159
Bwem2	112160
Imh1	112162
Scc2	112163
Faq8	112164
Faq4	112165
Faq5	112166
Faq6	112167
Faq7	112168
Daq7	112169
Daq4	112170
Daq5	112171
Daq6	112172
Daq8	112173
Daq9	112174
Skts4	112175
Afpq3	112176
Afpq2	112177
Afpq1	112178
Wt3q1	112179
Wt6q1	112180
Gvhd1	112182
Skts8	112183
Skts6	112184
Skts7	112185
Gvhd3	112186
Afpq5	112187
Afpq9	112188
Afw11	112189
Remslp1	112190
Remslp2	112191
Remslp4	112192
Hacu	112193
Scc5	112194
Scc4	112195
Scc3	112196
Afpq4	112197
Wt6q3	112198
Wt6q2	112199
Wt3q2	112200
Skts5	112201
Skts9	112202
Afpq6	112203
Afw10	112204
Ity2	112205
Remslp3	112206
Scc9	112207
Ity3	112208
Rapop2	112209
Tlsm1	112210
Daq14	112211
Daq15	112212
Daq16	112213
Daq10	112214
Daq11	112215
Daq12	112216
Daq13	112217
Faq10	112218
Faq11	112219
Wt10q2	112220
Wt10q1	112221
Skts12	112222
Skts11	112223
Rapop3	112224
Wt10q3	112225
Skts10	112226
Afpq10	112227
Bts2	112228
Psl1	112229
Pbw1	112230
Pid2	112231
Bts1	112232
Bhr1	112233
Par3	112235
Gct2	112236
Gct3	112237
Pid3	112238
Rapop5	112239
Bhr3	112240
Bhr2	112241
Bhr4	112242
Sluc7	112243
Aod2	112244
Sluc9	112246
Sluc8	112247
Sluc5	112248
Sluc6	112249
Smgd1	112250
Orch5	112251
Cia2	112252
Cia3	112253
Cia4	112254
Cia7	112255
Sst1	112256
Pbwg1	112257
C10bw2	112258
C10bw6	112259
Orch4	112261
Ots1	112262
Orch6	112263
Tnfp	112264
Cia8	112265
Dps1	112266
Dps2	112267
Dps3	112268
C10bw3	112269
C10bw4	112270
Pbwg6	112271
Pbwg12	112272
Orch1	112273
Mvwf	112274
Sluc10	112275
Sluc11	112276
Bis4	112277
Pas1	112278
Pas4	112279
Rigs1	112280
Sluc12	112281
Sluc13	112282
Sluc14	112283
Pas3	112284
Pas7	112285
Exq2	112287
Pas8	112288
Exq1	112289
Lorp1	112290
Tlsr1	112292
Lmb2	112294
Lmb1	112295
Estq4	112296
Estq3	112297
Pgct1	112298
Tlsr2	112299
Lmb4	112300
Tlsr3	112301
Etohila	112302
Epd1	112303
Par1	112304
Tlsr6	112305
Tlsr7	112306
Mwq1	112307
Hcs1	112308
Hcs2	112309
Hcs5	112310
Hcs4	112311
Hcs7	112312
Char1	112313
Char2	112314
Tria5	112315
Tria4	112316
Bwefm	112317
Mwq2	112318
Mwq3	112319
Mwq4	112320
Mwq5	112321
Tir3a	112322
Tir3b	112323
Tir3c	112324
Wg1	112325
Wg2	112326
Wg3	112327
Hcs6	112328
Tria2	112329
Tria1	112330
Wg4	112331
Athsq1	112332
Athsq2	112333
Lore3	112334
Lore2	112335
Cara1	112337
Carfhg1	112338
Carfhg2	112339
Lore4	112340
Lore5	112341
Cara2	112342
Cara3	112343
Feml1	112344
Feml2	112345
Mlviq1	112346
Feml3	112347
Ednrbm1	112348
Gasa2	112349
Gasa1	112350
Ichs	112351
Nq1	112352
Mpsq1	112353
Alcp1	112354
Alcp4	112355
Cplaq2	112356
Alcp3	112357
Nidd5	112358
Nidd6	112359
Carp1	112360
Nidd2	112361
Nidd4	112362
Carp2	112363
Carp3	112364
Sle3	112365
Sle2	112366
Sle1	112367
Alcp2	112368
Pabr1	112369
Pabr2	112370
Fatq1	112371
Apmt2	112372
Siafq1	112373
Apmt1	112374
Sle1a	112375
Sle1b	112376
Sle1c	112377
Cadfar	112378
Igfbp3q1	112379
Igfbp3q2	112380
Eae3	112381
Eae1	112382
Eae2	112383
Eae9	112384
Eae4	112385
Eae5	112387
Eae7	112388
Eae10	112389
Eae12	112390
Eae44a	112391
Eae13	112392
Eae44b	112393
Eae11	112394
Mnek1b	112395
Tmevd5	112397
Dxo	112403
Egln1	112405
Egln2	112406
Egln3	112407
Tas2r116	112408
4930447I22Rik	112413
4930540M05Rik	112414
Zfp607b	112415
Ugt2b37	112417
1700102P08Rik	112418
Ifit1bl2	112419
Zfp979	112422
Lrnx1	112423
Lrnx3	112424
Lrnx5	112425
Lrnx2	112426
Lrnx4	112427
Lrnx6	112428
Slthsr	112429
Lrncs1	112430
Lrncs2	112431
Lrncs3	112432
Lrnpcs2	112433
Lrnpcs1	112434
Lrnpcs3	112435
Insq6	113840
Insq7	113841
Insq8	113842
Insq9	113843
Insq10	113844
Vmn1r48	113845
Vmn1r47	113846
Vmn1r43	113847
Vmn1r42	113848
Vmn1r52	113849
V1ra8	113850
Vmn1r54	113851
Vmn1r50	113852
Vmn1r53	113853
Vmn1r44	113854
Vmn1r40	113855
Vmn1r46	113856
Vmn1r41	113857
Vmn1r10	113858
Vmn1r29	113859
Vmn1r11	113860
Vmn1r-ps8	113861
Vmn1r13	113862
Vmn1r15	113863
Vmn1r14	113864
Vmn1r25	113865
Acaa1a	113868
Vmn1r-ps25	113869
Vmn1r-ps26	113870
Vmn1r-ps27	113871
Vmn1r-ps28	113872
Vmn1r-ps34	113873
Vmn1r-ps10	113874
4931413I07Rik	113875
Lrnx7	114051
Lrnx8	114052
Lrnx9	114053
Lrnx10	114054
Axtlm	114055
Axtrb1	114057
Axtrb5	114059
Axtrb2	114060
Axtrb3	114061
Axtrb4	114062
Axtex	114063
Heal1	114064
Heal6	114065
Heal2	114066
Heal3	114067
Heal4	114068
Heal5	114069
Heal7	114070
Heal8	114071
Axtofa2	114073
Axtofa3	114074
Axtofa7	114075
Axtofa1	114076
Axtofa4	114077
Axtofa5	114078
Axtofa6	114079
Hpic5	114080
Axtofd1	114081
Axtofd2	114082
Axtofd4	114083
Axtofd3	114084
Abhr3	114085
Laptm4b	114128
Cldn16	114141
Foxp2	114142
Atp6v0b	114143
Szs7	114145
Szs8	114146
Szs9	114147
Szs11	114148
Szs10	114149
Szs12	114150
Szs13	114151
Axtav	114152
Taste1	114153
Taste2	114154
Taste3	114155
Taste4	114156
Taste5	114157
Cia10	114158
Taste6	114159
Cons1	114161
Cons2	114162
Cons3	114163
Cons4	114164
Cons5	114165
Cons6	114166
Etohcta1	114167
Etohcta2	114168
Etohcta3	114169
Etohcta4	114170
Etohcta5	114171
Etohcta6	114172
Etohcta7	114173
Etohcta8	114174
Etohcta9	114175
Etohcta10	114176
Prss1	114228
Kiss1r	114229
Aipl1	114230
Eae20	114231
Eae21	114232
Eae19	114233
Eae22	114234
Eae23	114235
Eae15	114236
Eae16	114237
Stk19-ps1	114241
Npnt	114249
Many3	114250
Many1	114251
Many2	114252
Many5	114253
Many4	114254
Dok4	114255
Manz1	114256
Manz2	114257
Manz3	114258
Manz4	114259
Manz5	114260
Manz6	114261
Manz7	114262
Manz8	114263
Manz9	114264
Manh1	114265
Manh2	114266
Manh3	114267
Manh4	114268
Manh5	114269
Manh6	114270
Manh7	114271
Manh8	114272
Manh9	114273
Manz10	114274
Manz11	114275
Manz12	114276
Manh10	114277
Manh11	114278
Manh12	114279
Manh13	114280
Manh14	114281
Manh15	114282
Manh16	114283
Manh17	114284
Manh18	114285
Manh19	114286
Manh20	114287
Manh21	114288
Manh22	114289
Manh23	114290
Manh24	114291
Manh25	114292
Palmd	114301
Lcrd	114303
Slc28a3	114304
Lrnx11	114305
Lrnx12	114306
Lprm1	114307
Lprm2	114308
Lprm4	114309
Lprm3	114310
Lprm5	114311
Ccrs1	114312
Ccrs2	114313
Im1	114314
Taste7	114315
Taste8	114316
Taste9	114317
Taste10	114318
Taste11	114319
Taste12	114320
Yaa2	114321
Yaa3	114322
Yaa4	114323
Pas11	114324
Pas13	114325
Pas12	114326
Lyve1	114332
Adip1	114337
Wta1	114338
Wta2	114339
Wta3	114340
Wta4	114341
Adip2	114342
Adip3	114343
Adip4	114344
Adip5	114345
Adip7	114346
Adip6	114347
Adip8	114348
Skl1	114349
Skl2	114350
Skl3	114351
Skl4	114352
Skl5	114353
Skl6	114354
Skl7	114355
Sle7	114470
Sle8	114471
Sle9	114472
Sle10	114473
Sle11	114474
Slc5a5	114479
Fglu	114525
Bglu1	114526
Bomd1	114527
Bomd2	114528
Bglu2	114529
Pgia13	114530
Pgia16	114531
Pgia14	114532
Pgia15	114533
Pgia17	114534
Bbaa1	114535
Bbaa2	114536
Bbaa3	114537
Bbaa5	114538
Bbaa9	114539
Bbaa4	114540
Bbaa6	114541
Bbaa7	114542
Bbaa8	114543
Dice1	114544
Dice2	114545
Csprs	114564
Zbtb21	114565
Krt82	114566
Crip3	114570
Drld	114573
Hdl1	114574
Hdl2	114575
Hdl3	114576
Hdl4	114577
Myaa1	114578
Myaa2	114579
Yaail	114580
Arvm1	114581
Arvm2	114582
Clic1	114584
D17H6S53E	114585
Ehbp1l1	114601
Zmynd10	114602
Prdm15	114604
Tle6	114606
Smt3h2-ps4	114607
Cia5	114608
Elac1	114615
Bdln2	114617
Pheo	114618
Yv	114619
Cdif	114620
Mobq5	114621
Mobq6	114622
Mobq7	114623
Mobq8	114624
Pth2	114640
Rpl31	114641
Brdt	114642
Oas1c	114643
Slc13a3	114644
Abmm	114645
Pkccl	114646
Mmtg1	114647
Mmtg2	114648
Mmtg3	114649
Pkcal	114650
Cia9	114651
Ly6g5c	114652
Ly6g6d	114654
Etos1	114660
Prss28	114661
Prss29	114662
Impa2	114663
Hsd17b11	114664
Krtap5-5	114666
5033404E19Rik	114668
9430032L10Rik	114669
4930573O21Rik	114670
4930444G20Rik	114671
1700007E05Rik	114672
4930433N12Rik	114673
Gtf2ird2	114674
4932431P20Rik	114675
4930519F09Rik	114676
Selenom	114679
Asthm1	114680
Asthm2	114681
Dbsty1	114682
Dbsty2	114683
Dbsty3	114684
Dbsty4	114685
Im2	114686
Corn2	114687
Skull1	114688
Skull2	114689
Skull3	114690
Skull4	114691
Skull5	114692
Skull6	114693
Skull7	114694
Skull8	114695
Skull9	114696
Embl1	114697
Ferd3l	114712
Rasa2	114713
Rad51c	114714
Spred1	114715
Spred2	114716
Embl2	114717
Skull10	114718
Skull11	114719
Skull12	114720
Skull13	114721
Skull14	114722
Skull15	114723
Skull16	114724
Skull17	114725
Skull18	114726
Skull19	114727
Skull20	114728
Skull21	114729
Skull22	114730
Skull23	114731
Skull24	114732
Skull25	114733
Skull26	114734
Iba1	114737
Iba2	114738
Iba3	114739
Iba4	114740
Supt16	114741
Omlr	114742
Scpro1	114743
Bwob	114744
Scpro2	114745
Scpro3	114746
Daq17	114747
Daq18	114748
Daq19	114749
Pbd1	114750
Mors2	114751
Mors1	114752
Mors3	114753
Mors4	114754
Sle12	114755
Sle13	114756
G6bos	114763
Pawr	114774
Mym	114775
Actd1	114776
Actd2	114777
Actd3	114778
Actd4	114779
Tlln	114806
Bwtq3	114807
Bwtq4	114808
Bwtq1	114809
Bwtq2	114810
Bwtq5	114811
Bwtq6	114812
Bw19	114813
Rencd	114829
Plpbp	114863
Psg25	114868
Psg28	114871
Psg29	114872
Dscaml1	114873
Ddhd1	114874
Plcz1	114875
Cygb	114886
Rmcs5	114888
Vsx1	114889
Dcun1d1	114893
Afg3l1	114896
Cosz1	114910
Cosz2	114911
Cosz3	114912
Alcp25	114913
Etia	116450
Bhr6	116451
Asm2	116452
Lore8	116453
Asm1	116454
Pvcan1	116513
Pvcan2	116514
Pvcan3	116515
Eae24	116516
Obq7	116520
Obq8	116521
Obq9	116522
Obq10	116523
Obq11	116524
Obq12	116525
Obq13	116526
Obq14	116527
Obq15	116528
Hts	116529
Tbrs1	116530
Tbrs2	116531
Tbrs3	116532
Alan2	116536
Modm	116537
Aaq2	116538
D7Tem2	116602
D7Tem3	116603
D7Tem1	116604
D7Tem8	116605
D7Tem4	116606
D7Tem9	116607
D7Tem10	116608
D7Tem11	116609
D7Tem12	116610
D7Tem13	116611
D7Tem14	116612
D7Tem15	116613
D7Tem16	116614
D7Tem17	116615
D7Tem18	116616
D7Tem21	116617
D7Tem22	116618
D7Tem23	116619
Bits1	116620
Bits2	116621
Bits3	116622
Bits4	116623
Cafq1	116626
Cafq2	116627
Cafq3	116628
Fgfrl1	116701
Listr1	116702
Listr2	116703
Lfp1	116704
Lfp2	116705
Lfp3	116706
Uvbi1	116707
Uvbi2	116708
Ihtw1	116716
Pcdha1	116731
Tsga13	116732
Vps4a	116733
Cocrb1	116734
Cocrb2	116735
Cocrb3	116736
Cocrb4	116737
Tlsr8	116738
Dautb1	116739
Defb6	116746
Rmcs2	116747
Lsm10	116748
Drb1	116749
Cocrb5	116750
Cocrb6	116751
Drb2	116752
Cocrb7	116753
Cocrb8	116754
Cocrb9	116755
Drb3	116756
Drb4	116757
Drb5	116758
Drb6	116759
Drb7	116760
Drb8	116761
Drb9	116762
Cocrb10	116763
Cocrb13	116764
Cocrb11	116765
Cocrb12	116766
Cocrb14	116767
Cocrb15	116768
Cocrb16	116769
Cocia3	116770
Cocia1	116771
Cocia2	116772
Dautb2	116773
Dautb3	116774
Dautb4	116775
Foxn4	116810
Zim3	116811
Angle5	116813
Actvty2	116814
Actvty1	116815
Frp1	116816
Frp2	116817
Frp3	116818
Angle4	116819
Angle1	116820
Angle2	116821
Angle3	116822
Disso1	116823
Disso2	116824
Amp2	116825
Amp1	116826
Idd20	116827
Rims1	116837
Rims2	116838
Prelp	116847
Baz2a	116848
Iltifb	116849
A430106F20Rik	116850
Akr1c20	116852
Prdt4	116853
Rhs1	116854
Bdt1	116855
Bdt2	116856
Bdt3	116857
Bdt4	116858
Bdt5	116859
Bdt6	116860
Prdt1	116861
Prdt2	116862
Prdt3	116863
Mta1	116870
Mta3	116871
Serpinb7	116872
Stim2	116873
Hipp1	116874
Hipp2	116875
Pgia1	116876
Pgia2	116877
Pgia3	116878
Pgia4	116879
Pgia5	116880
Pgia6	116881
Pgia7	116882
Pgia8	116883
Pgia9	116884
Pgia10	116885
Pgia11	116886
Pgia12	116887
Eae14	116888
Eae17	116889
Eae25	116890
Derl2	116891
Lvif	116902
Calcb	116903
Alpk3	116904
Dph1	116905
Char4	116906
Ritls	116907
Cts7-ps	116909
Cts8-ps	116911
Sox16	116912
Tpbpb	116913
Slc19a2	116914
D13Jde2	116915
D13Jde3	116916
D13Jde4	116917
D13Jde5	116918
D13Jde6	116919
D13Jde7	116920
D13Jde8	116921
D13Jde9	116922
D13Jde10	116923
D13Jde11	116924
D13Jde12	116925
D13Jde13	116926
Artles	116927
Stia1	116929
Stia2	116930
Pnpla3	116939
Tgs1	116940
Naad1	116943
Naad2	116944
Naad3	116945
Naad4	116946
Naad5	116947
Naad8	116948
Naad9	116949
Naad6	116950
Naad7	116951
Bulb1	116952
Bulb2	116953
Bulb4	116954
Bulb3	116955
Trbv4c2	116956
Trbv4c1	116957
Tlcd3a	116972
Nsv1	116974
Elmaz1	116975
Elmaz2	116976
Morph1	116977
Morph2	116978
Morph3	116979
Morph4	116980
Pbw3	116981
Pbwm	116982
Olfr73	117004
Olfr74	117005
Pitm1	117006
Pitm2	117007
Pitm3	117008
Pitm4	117009
Datd	117010
Tabw	117011
Cgnz1	117012
Adaz1	117013
Tafat	117014
Cts3	117066
D16H21S337E	117067
D11Lgp3e	117068
D11Lgp4e	117069
D18Tlj1e	117070
T2dm3	117071
T2dm2	117072
Actre1	117074
Actre2	117075
Actre3	117076
Actre4	117077
Cpfd2	117078
Cpfd3	117079
Cpfd4	117080
Cpfd1	117081
Cpfd5	117082
Tne1	117083
Pop5	117109
D12Pgn1	117110
D12Pgn6	117111
D12Pgn2	117112
D12Pgn3	117113
D12Pgn4	117114
D12Pgn5	117115
D12Pgn7	117116
Ube3b	117146
Acsm1	117147
Necab2	117148
Tirap	117149
Pip4k2c	117150
Scgb3a2	117158
Ttyh2	117160
BB230421	117161
AA060545	117162
Steap4	117167
1110038F14Rik	117171
2310034C09Rik	117172
4921509O09Rik	117174
Bloc1s4	117197
Ivns1abp	117198
l9Rl1	117202
l9Rl2	117203
l9Rl3	117204
l9Rl4	117205
l9Rl5	117206
l9Rl6	117207
l9Rl7	117208
l9Rl8	117209
kkt	117211
pdpv	117212
mrct	117214
Thim	117216
Ap1q	117217
Ap2q	117218
Ap3q	117219
Ap5q	117220
Ap6q	117221
Ap4q	117222
pogo	117223
wam	117225
nma	117226
nelg	117228
Stk33	117229
Exen1	117244
Lxl	117290
Dyscalc2	117291
Dyscalc3	117292
Dyscalc4	117293
Lch	117562
Bswt	117563
MHAa97h7	117566
40.MMHAP76FLF4	117567
30.MMHAP16FRB12	117568
DXMgc92	117569
DXMgc93	117570
DXMgc94	117571
DXMgc95	117572
DXJti3	117573
DXJti2	117574
DXMgc6	117575
DXMgc83	117576
DXMgc47	117577
Char3	117578
A1bg	117586
Apoca	117587
Asb7	117589
Asb10	117590
Slc2a9	117591
B3galt6	117592
Helb	117599
Srgap1	117600
Boc	117606
Ms10v	118435
Klf16	118445
Gjc3	118446
Synpo2	118449
Mrps2	118451
Baalc	118452
Mmp28	118453
Gjc2	118454
Cspg4	121021
Mrps6	121022
Muc4	140474
Bsnd	140475
Strc	140476
Dmbx1	140477
Man2a2	140481
Zfp358	140482
Hnmt	140483
Pofut1	140484
Igf2bp1	140486
Igf2bp3	140488
Bhlhe23	140489
Ppp1r3a	140491
Kcnn2	140492
Kcnn3	140493
Atp6v0a4	140494
Mopkd1	140495
Mopkd2	140496
Cd300c2	140497
Rxfp2	140498
Ube2j2	140499
Acap3	140500
Gm20552	140501
Eri3	140546
Atp5l-ps1	140551
Usf2-ps1	140554
Smc1b	140557
Igsf8	140559
Plxnb2	140570
Plxnb3	140571
D4Mon1	140573
Ankrd6	140577
Elmo2	140579
Elmo1	140580
T(2;10)67Gso	140626
Ubox5	140629
Ube4a	140630
Fembm1	140640
Fembm3	140641
Fembm4	140642
Fembm5	140643
Fembm6	140644
Fembm2	140645
Fembm7	140646
Leg1	140650
Leg2	140651
Emid1	140703
Col26a1	140709
Caskin2	140721
Cacng5	140723
Sec63	140740
Gpr6	140741
Sesn1	140742
Rem2	140743
C87926	140762
Tmprss3	140765
Bmp2k	140780
Myh7	140781
Colec12	140792
Sluc1	140794
P2ry14	140795
Sluc2	140796
Sluc3	140797
Sluc4	140798
Ramt1	140799
Il25	140806
Ttbk2	140810
Wdr5	140858
Nek8	140859
Lnx2	140887
D4Pot1	140889
Caln1	140904
Dclre1b	140917
Slc7a12	140918
Slc17a6	140919
Slc34a3	142681
Zcchc14	142682
Asb14	142687
Asb13	142688
Tlr3	142980
Cbx3-ps2	142981
Cbx3-ps1	142983
Elovl6	170439
Slc2a10	170441
Bbox1	170442
Gpha2	170458
Stard4	170459
Stard5	170460
Stard6	170461
Recql5	170472
Grin3b	170483
Nphs2	170484
Cntnap4	170571
Sp7	170574
Dep1	170624
Snx18	170625
Hpcal4	170638
Olfr78	170639
Kirrel	170643
Ubn1	170644
Od	170645
Noa	170646
Onc1	170647
Olfr138	170648
Trm1	170650
Krtap19-2	170651
Krtap19-4	170654
Krtap21-1	170656
Krtap19-1	170657
Ndufs5-ps	170658
Tmevp1	170660
Lcho1	170661
Lcho2	170662
Lcho3	170663
Lcho4	170664
Pcho1	170665
Peg10	170676
Cdhr1	170677
Trem5	170696
Trem4	170697
Tmem37	170706
Usp48	170707
Otud7a	170711
Cyp4f13	170716
Idh3b	170718
Oxr1	170719
Card14	170720
Papln	170721
Nxf7	170722
Capn8	170725
Rtn4ip1	170728
Scrt1	170729
Mfn2	170731
Trhr2	170732
Klra17	170733
Zscan5b	170734
Arr3	170735
Parvb	170736
Znrf1	170737
Kcnh7	170738
Zfp287	170740
Pilrb1	170741
Sertad3	170742
Tlr7	170743
Tlr8	170744
Xpnpep2	170745
Smco4	170748
Mtmr4	170749
Xpnpep1	170750
Bco2	170752
Zfp704	170753
Sgk3	170755
Slc8b1	170756
Adgrl4	170757
Rac3	170758
Atp13a1	170759
Acbd3	170760
Pdzd3	170761
Nup155	170762
Zfp87	170763
Ripply3	170765
Rfxap	170767
Pfkfb3	170768
Gm4740	170769
Bbc3	170770
Khdrbs2	170771
Glcci1	170772
Cd209c	170776
Cd209d	170779
Cd209e	170780
Cd209a	170786
Hdac10	170787
Crb1	170788
Acot8	170789
Mlc1	170790
Rbm39	170791
Ptz1a	170792
Ptz1b	170793
Sez2	170797
Rtkn2	170799
Cdcs1	170800
Idd5.1	170801
Idd5.2	170802
Cdcs2	170803
Cdcs3	170804
Cdcs4	170805
Cdcs5	170806
Cdcs6	170807
Ahsp	170812
Ms4a3	170813
Usp33	170822
Glmn	170823
Ppargc1b	170826
Vgll1	170828
Tram2	170829
Hook2	170833
Oosp1	170834
Inpp5j	170835
Sumo2	170930
Grid2ip	170935
Zfp369	170936
Zfp617	170938
Krtap19-9b	170939
Erdr1	170942
Myoz3	170947
Prima1	170952
Chab1	171032
Chab3	171033
Chab6	171034
Chab7	171035
Chab2	171036
Chab4	171037
Chab5	171038
Il17rc	171095
Mcoln3	171166
Fut10	171167
Acer1	171168
Mbnl3	171170
Ntng2	171171
Syt12	171180
Vmn1r37	171183
Vmn1r36	171184
Vmn1r35	171185
Vmn1r38	171186
Vmn1r33	171187
Vmn1r32	171188
Vmn1r17	171189
Vmn1r26	171190
Vmn1r24	171191
Vmn1r5	171192
Vmn1r6	171193
Vmn1r4	171194
Vmn1r30	171195
Vmn1r22	171196
Vmn1r23	171197
Vmn1r28	171198
Vmn1r18	171199
Vmn1r19	171200
Vmn1r21	171201
Vmn1r16	171202
Vmn1r9	171203
Vmn1r8	171205
Vmn1r27	171206
Arhgap4	171207
Asic3	171209
Acot2	171210
Edaradd	171211
Galnt10	171212
Radpf1	171213
Bplpf1	171214
Bplpf2	171215
Alcw4	171216
Pcpila2	171217
Pcpila1	171218
Pcpila3	171219
Vmn1r229	171224
Vmn1r226	171225
Vmn1r228	171226
Vmn1r232	171227
Vmn1r225	171228
Vmn1r227	171229
Vmn1r231	171230
Vmn1r230	171231
Vmn1r234	171232
Vmn1r235	171233
Vmn1r237	171234
Vmn1r236	171235
Vmn1r233	171236
Vmn1r73	171237
Vmn1r80	171238
Vmn1r76	171239
Vmn1r74	171240
Vmn1r75	171241
Vmn1r78	171242
Vmn1r83	171243
Vmn1r81	171244
Vmn1r-ps103	171245
Vmn1r200	171246
Vmn1r199	171247
Vmn1r214	171248
Vmn1r213	171249
Vmn1r206	171250
Vmn1r205	171251
Vmn1r208	171252
Vmn1r215	171253
Vmn1r198	171254
Vmn1r201	171255
Vmn1r218	171256
Vmn1r195	171257
Vmn1r202	171258
Vmn1r193	171259
Vmn1r89	171260
Vmn1r87	171261
Vmn1r70	171262
Vmn1r67	171263
Vmn1r66	171264
Vmn1r185	171265
V1rg10	171266
Vmn1r84	171267
Vmn1r82	171268
Vmn1r210	171269
Vmn1r203	171270
Vmn1r220	171271
Vmn1r219	171272
Vmn1r217	171273
Vmn1r222	171274
Vmn1r212	171275
Vmn1r211	171277
Vmn1r197	171278
Vmn1r216	171279
Acot3	171281
Acot4	171282
Havcr1	171283
Timd2	171284
Havcr2	171285
Slc12a8	171286
Trpm8	171382
Bnipl	171388
Pkd1l1	171395
Slc22a27	171405
Slc26a6	171429
D19Char27	171430
Il17rd	171463
Dbil5-ps	171464
Gpr37l1	171469
D8Ertd28e	171470
Cd99l2	171486
Apobr	171504
H1f8	171506
Lith5	171507
Creld1	171508
Gasa3	171509
Gasa4	171510
Ucn2	171530
Mlph	171531
AF180010	171532
AF180007	171535
AF179935	171536
AF179997	171537
AF179939	171539
AF179933	171540
AF179942	171541
Bmf	171543
Huc1	171544
Huc2	171545
Murrs2	171561
Nme7	171567
Mical1	171580
Nss1	171584
Gm38402	171588
cir	191577
Helq	191578
Stheal1	192098
Stheal2	192099
Stheal3	192100
Stheal4	192101
Stheal5	192102
Stheal6	192103
Stheal7	192104
Stheal8	192105
Stheal9	192106
Atp12a	192113
Lith4	192118
Dicer1	192119
Bspry	192120
Sugct	192136
Tmc2	192140
Mvd	192156
Socs7	192157
Prpf8	192159
Casc3	192160
Pcdha9	192161
Pcdha@	192162
Pcdha3	192163
Pcdha12	192164
Sardh	192166
Nlgn1	192167
Ufsp2	192169
Eif4a3	192170
Mcrip1	192173
Rwdd4a	192174
Flna	192176
Nadk	192185
Stab1	192187
Stab2	192188
Pkhd1l1	192190
Med9	192191
Shkbp1	192192
Edem1	192193
Btnl10	192194
Ash1l	192195
Luc7l2	192196
Bcas3	192197
Lrrc4	192198
Rspo1	192199
Wfdc12	192200
Wfdc15b	192201
Tlag2	192202
Prom2	192212
Tmem47	192216
Hexim1	192231
Hps4	192232
Hps1	192236
Phf21a	192285
Slc25a36	192287
Tmlhe	192289
